,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
2327,25,3,41107,1,13,4,4,1,1,1,0,0,40,11,1
2340,27,3,253873,6,10,3,5,1,1,2,0,0,25,1,1
2354,22,3,217421,6,10,1,6,4,1,2,0,0,30,1,1
2356,22,3,196943,6,10,5,6,4,1,1,0,0,25,1,1
2358,67,3,184506,3,7,2,2,2,1,1,0,419,3,1,1
2359,20,3,121313,13,6,1,3,4,1,1,0,0,40,1,1
2372,74,3,340939,5,5,2,3,2,1,1,3471,0,40,1,1
2380,23,3,148751,6,10,1,1,1,1,2,0,0,35,1,1
2382,39,3,103986,2,9,1,7,1,1,1,0,1590,40,1,1
2397,21,3,79728,6,10,1,1,4,1,2,0,0,40,1,1
2420,66,3,177351,1,13,2,2,2,1,1,0,2174,40,1,2
2427,20,3,287681,6,10,1,5,4,1,1,0,0,36,1,1
2464,69,3,183958,2,9,2,7,2,1,1,0,0,8,1,1
2476,21,3,219835,8,11,1,7,1,1,1,0,0,40,1,1
2486,75,3,164849,5,5,2,13,2,2,1,1409,0,5,1,1
2491,76,2,152802,6,10,2,6,2,1,1,0,0,8,1,1
2496,19,3,356717,6,10,1,1,4,1,2,0,0,25,1,1
2506,19,3,143867,6,10,1,5,4,1,1,0,0,40,1,1
2521,54,3,169785,4,14,1,4,1,1,2,0,0,40,1,1
2544,19,3,192773,6,10,1,5,4,1,2,0,0,35,1,1
2566,53,3,181317,2,9,2,7,2,1,1,0,0,40,1,1
2570,54,3,124993,2,9,2,7,2,1,1,0,0,40,1,2
2571,21,3,148509,6,10,1,5,1,1,2,0,0,30,1,1
2578,67,4,45537,4,14,2,4,2,2,1,0,0,40,1,2
2586,26,3,152046,3,7,1,5,1,1,2,0,0,35,12,1
2594,67,3,150516,2,9,7,9,5,1,1,0,0,3,1,1
2606,21,3,34443,6,10,1,9,4,1,1,0,0,50,1,1
2632,40,3,70645,6,10,2,1,3,1,2,0,0,20,1,1
2634,66,3,112871,3,7,1,5,1,1,1,0,0,30,1,1
2638,52,3,159755,8,11,2,2,2,1,1,0,0,50,1,2
2673,18,3,423460,3,7,1,3,4,1,1,0,0,36,1,1
2676,62,3,139391,6,10,2,6,2,1,1,0,0,24,1,1
2689,22,3,216563,2,9,1,1,6,1,2,0,0,40,1,1
2751,55,3,205527,2,9,3,7,1,1,1,0,0,20,1,1
2760,56,3,656036,2,9,2,9,2,1,1,0,0,25,1,1
2761,34,3,346762,3,7,3,8,4,1,1,0,0,84,1,1
2847,26,3,188343,2,9,1,1,5,2,2,0,0,40,1,1
2856,46,3,162034,2,9,2,7,2,1,1,0,0,40,1,1
2857,28,3,157813,3,7,3,5,5,1,2,0,0,58,11,1
2858,17,3,179715,13,6,1,5,4,1,1,0,0,40,1,1
2885,65,3,327154,2,9,7,1,5,1,2,0,0,40,1,1
2930,21,3,230397,6,10,1,1,4,1,2,0,0,5,1,1
2932,32,3,199046,8,11,1,4,5,1,2,0,0,2,1,1
2947,18,3,297396,2,9,1,5,4,1,1,0,0,10,1,1
2952,22,3,35448,2,9,2,5,3,1,2,0,0,22,1,1
2961,68,3,133758,9,4,7,8,1,2,1,0,0,10,1,1
2999,72,3,177226,2,9,2,7,2,1,1,0,0,8,1,1
3005,19,3,145234,6,10,1,5,4,1,1,0,0,30,1,1
3033,40,3,78255,2,9,3,7,1,1,1,0,0,25,1,1
3042,40,3,273425,8,11,2,5,2,1,1,0,0,15,1,1
3065,72,3,113044,2,9,7,5,1,1,1,0,0,30,1,1
3072,28,3,192569,2,9,1,3,4,2,1,0,0,40,1,1
3088,20,3,182117,6,10,1,3,4,1,1,0,0,40,1,1
3096,22,3,175586,2,9,1,5,5,2,2,0,0,35,1,1
3119,35,3,169809,1,13,2,4,2,1,1,0,0,20,1,1
3146,32,3,199244,13,6,3,10,1,1,2,0,0,40,1,1
3207,23,3,123983,1,13,1,4,4,5,1,0,0,40,1,1
3211,82,3,29441,9,4,7,6,1,1,1,0,0,5,1,1
3228,32,3,53042,2,9,1,7,4,2,1,0,0,40,1,1
3231,52,3,134447,6,10,2,6,2,1,1,0,0,50,1,1
3239,17,3,110998,6,10,1,1,4,3,2,0,0,40,14,1
3255,47,3,111563,8,11,3,7,1,1,1,0,0,40,1,1
3269,21,3,224209,2,9,2,5,3,2,2,0,0,30,1,1
3291,74,2,29866,9,4,2,6,2,1,1,0,0,2,1,1
3297,76,2,28221,2,9,2,9,2,1,1,0,0,40,11,2
3330,36,3,356838,16,8,1,7,1,1,1,0,0,35,1,1
3338,79,3,144533,2,9,7,5,1,2,2,0,0,30,1,1
3351,30,3,96851,6,10,1,5,1,1,2,0,1719,25,1,1
3371,20,3,235442,6,10,1,5,4,1,1,0,0,35,1,1
3387,51,3,163998,2,9,4,6,1,1,1,0,0,20,1,2
3402,66,3,190324,2,9,2,3,2,2,1,0,0,18,1,1
3439,40,3,162108,1,13,3,4,1,1,2,0,0,50,1,1
3453,18,3,139003,2,9,1,1,6,5,2,0,0,12,1,1
3456,22,3,113175,6,10,1,1,4,1,2,0,0,20,1,1
3459,21,3,356772,2,9,1,1,5,1,2,0,0,40,1,1
3486,34,3,197688,2,9,1,5,1,2,2,0,0,40,1,1
3516,19,3,188618,6,10,1,6,4,1,2,0,0,25,1,1
3531,32,3,282622,2,9,3,5,5,1,2,0,0,28,1,1
3555,17,3,213055,3,7,1,6,1,5,2,0,0,20,1,1
3572,19,3,37332,2,9,1,5,4,1,2,1055,0,12,1,1
3573,19,3,365871,9,4,1,7,1,1,1,0,0,40,6,1
3588,74,3,104661,6,10,7,1,1,1,2,0,0,12,1,1
3592,39,3,362685,15,1,7,5,1,1,2,0,0,20,26,1
3594,59,3,154236,2,9,2,1,3,1,2,7688,0,40,1,2
3597,23,3,191444,2,9,1,7,4,1,1,0,0,40,1,1
3631,60,3,191024,2,9,2,7,2,1,1,0,0,40,1,1
3670,31,3,226883,2,9,3,8,4,1,1,0,0,75,1,1
3703,21,3,249271,6,10,2,7,2,1,1,0,0,40,1,1
3725,18,3,298133,6,10,1,5,4,1,1,0,0,40,1,1
3736,36,3,53606,8,11,2,1,3,1,2,3908,0,8,1,1
3744,22,3,517995,2,9,1,7,4,1,1,0,0,40,6,1
3747,32,3,640383,1,13,3,2,5,1,2,0,0,40,1,1
3759,68,3,196782,9,4,2,9,2,1,1,0,0,30,1,1
3773,74,2,95825,6,10,7,1,1,1,2,0,0,3,1,1
3775,20,3,29810,6,10,1,5,4,1,2,0,0,40,1,1
3805,19,3,423863,6,10,1,1,4,1,2,0,0,35,1,1
3822,54,3,32385,2,9,3,5,1,1,2,0,0,30,1,1
3843,20,2,34862,6,10,1,9,4,4,1,0,0,72,1,1
3851,22,3,306031,6,10,1,3,4,1,1,0,0,40,1,1
3863,62,3,94931,8,11,2,7,2,1,1,3411,0,40,1,1
3887,31,3,26553,1,13,2,11,3,1,2,0,0,25,1,2
3895,62,3,182687,6,10,2,2,3,1,2,0,0,45,1,2
3897,19,3,174233,6,10,1,5,4,2,1,0,0,24,1,1
3901,18,3,437851,6,10,1,5,4,1,1,0,0,40,1,1
3902,22,3,131230,6,10,1,7,4,1,1,0,0,40,1,1
3916,27,3,130856,1,13,1,4,1,1,1,0,0,40,1,1
3942,28,3,37215,1,13,1,2,4,1,1,0,0,45,1,1
3947,42,3,240027,2,9,3,1,1,2,2,0,0,40,1,1
3949,45,3,28359,2,9,5,5,5,1,2,0,0,10,1,1
3950,29,3,315026,2,9,3,1,5,1,2,0,0,40,1,1
3963,83,3,251951,2,9,7,1,1,1,2,0,0,20,1,1
3969,59,2,117751,7,12,3,7,1,1,1,0,0,8,1,1
3980,55,3,106707,7,12,2,11,2,2,1,0,0,20,1,2
3990,77,3,147284,2,9,7,1,1,1,2,0,0,14,1,1
4003,23,3,114357,6,10,1,7,1,1,1,0,0,40,1,1
4017,37,3,172256,6,10,2,7,2,1,1,0,0,20,1,1
4018,72,2,118902,10,16,2,2,2,1,1,0,2392,6,1,2
4021,19,3,35507,6,10,1,6,4,1,2,0,0,45,1,1
4072,34,3,146589,2,9,1,5,5,2,2,0,0,40,1,1
4080,19,3,208874,6,10,1,5,4,1,1,0,0,40,1,1
4086,50,2,174964,13,6,2,9,2,1,1,0,0,99,1,1
4090,19,3,175499,3,7,1,5,4,1,2,0,0,30,1,1
4109,90,3,256514,1,13,7,4,6,1,2,991,0,10,1,1
4147,66,3,299616,6,10,2,6,2,1,1,0,0,40,1,1
4152,20,3,174714,6,10,1,5,4,1,1,0,0,20,1,1
4155,66,3,107112,9,4,1,5,6,2,1,0,0,30,1,1
4169,27,3,129661,8,11,2,1,3,4,2,0,0,40,1,2
4174,17,3,114798,3,7,1,6,4,1,2,0,0,18,1,1
4200,18,3,395567,3,7,1,3,4,1,1,0,0,40,1,1
4212,54,3,187221,9,4,1,5,1,1,2,0,0,25,1,1
4215,53,5,158352,4,14,1,4,1,1,2,8614,0,35,1,2
4217,20,3,307149,6,10,1,1,4,1,2,0,0,35,1,1
4240,22,3,87867,16,8,1,5,1,1,1,0,0,30,1,1
4272,22,3,201179,6,10,1,1,4,1,1,0,0,40,1,1
4288,66,3,160995,13,6,3,5,1,1,2,1086,0,20,1,1
4299,20,3,124242,6,10,1,1,4,1,2,0,0,40,1,1
4309,58,3,142158,2,9,7,5,1,1,2,0,0,12,1,1
4315,56,3,275943,6,10,2,7,2,1,1,0,0,40,37,1
4337,33,2,182771,1,13,1,5,4,3,1,0,0,80,14,1
4369,22,3,211968,6,10,1,1,4,1,2,0,0,40,13,1
4393,19,3,63574,6,10,1,9,4,1,1,0,0,50,1,1
4409,19,3,20469,2,9,1,5,6,3,2,0,0,12,7,1
4413,20,3,193416,6,10,1,1,4,1,2,0,0,40,1,1
4422,56,3,128900,6,10,7,1,1,2,2,0,0,40,1,1
4435,40,3,341539,6,10,3,1,1,1,2,0,0,30,1,1
4437,56,3,132930,4,14,1,4,1,1,2,0,0,50,1,2
4460,29,3,168873,6,10,3,5,5,1,2,0,0,30,1,1
4464,73,3,132737,13,6,1,5,1,1,1,0,0,4,1,1
4499,21,3,301853,6,10,1,5,4,1,1,0,0,40,1,1
4500,35,3,296738,3,7,5,6,1,1,2,6849,0,60,1,1
4519,21,3,189888,7,12,1,6,1,1,1,0,0,55,1,1
4531,22,3,153131,6,10,1,7,4,1,1,0,0,40,1,1
4548,40,3,397346,7,12,3,7,1,1,1,0,0,40,1,1
4553,22,3,291407,16,8,1,3,4,2,1,0,0,40,1,1
4592,35,3,117528,8,11,2,1,3,1,2,0,0,40,1,2
4606,35,3,200426,2,9,2,5,3,1,2,0,0,12,1,1
4607,20,3,24395,6,10,1,1,5,1,2,0,0,20,1,1
4613,77,3,232894,5,5,2,7,2,2,1,0,0,40,1,1
4621,18,3,191117,3,7,1,5,4,1,1,0,0,25,1,1
4627,58,3,198478,9,4,2,7,2,1,1,0,0,24,1,1
4655,19,3,124884,5,5,1,5,1,1,2,0,0,25,1,1
4685,34,3,317219,6,10,2,1,3,1,2,0,0,20,1,2
4688,20,3,249087,6,10,1,1,4,1,2,0,0,40,1,1
4721,60,2,204486,1,13,2,2,2,1,1,0,0,8,1,2
4729,69,3,628797,6,10,7,1,1,1,2,0,0,20,1,1
4745,47,3,224108,2,9,7,1,5,1,2,0,0,40,1,1
4752,60,3,199947,2,9,2,7,2,1,1,0,0,32,1,1
4755,70,3,173736,1,13,2,2,2,1,1,0,0,6,1,1
4766,63,3,203821,2,9,2,7,2,1,1,0,0,40,1,1
4778,28,3,200819,9,4,3,9,4,1,1,0,0,84,1,1
4782,67,3,182378,1,13,2,2,2,1,1,9386,0,60,1,2
4801,50,3,22428,4,14,1,4,1,1,1,0,0,40,1,1
4812,69,3,164102,2,9,3,1,1,1,2,0,0,40,1,2
4818,20,3,202994,6,10,1,1,4,1,2,0,0,16,1,1
4835,28,3,291374,13,6,1,5,5,2,2,0,0,40,1,1
4838,31,3,345497,13,6,2,7,2,1,1,0,0,40,1,1
4884,26,3,176077,6,10,1,1,5,1,2,0,0,40,1,1
4925,28,3,290267,1,13,1,4,1,1,1,0,0,18,1,1
4942,17,3,139183,13,6,1,6,4,1,2,0,0,15,1,1
4958,20,3,293136,6,10,1,5,4,1,2,0,0,35,1,1
4970,51,3,203953,2,9,2,7,2,1,1,0,0,40,1,2
4980,45,3,144354,5,5,5,10,4,2,1,0,0,40,1,1
4982,22,3,99543,6,10,1,5,4,1,1,0,0,20,1,1
5020,18,3,30246,6,10,1,6,4,1,2,0,0,20,1,1
5064,18,3,163788,6,10,1,6,4,1,2,0,0,40,1,1
5147,17,3,127003,5,5,1,5,4,2,1,0,0,40,1,1
5156,73,3,180603,2,9,7,5,1,1,2,0,0,8,1,1
5172,32,3,134886,2,9,2,4,3,1,2,0,0,2,1,2
5193,61,3,161279,2,9,7,1,1,1,2,0,0,36,1,1
5198,76,7,172637,6,10,2,6,2,1,1,0,0,20,1,2
5207,53,3,220640,1,13,3,4,6,5,2,0,0,20,1,1
5209,25,3,262245,8,11,1,1,4,1,2,3418,0,40,1,1
5214,63,5,445168,1,13,7,4,1,4,2,0,0,56,1,1
5228,27,3,330132,2,9,1,5,1,1,2,0,0,25,1,1
5255,35,3,253860,2,9,3,5,5,1,2,0,0,20,1,1
5294,77,3,132728,4,14,3,2,1,1,1,0,0,45,1,1
5296,35,3,61343,2,9,2,7,2,1,1,0,0,40,1,1
5302,21,3,180339,6,10,1,5,4,1,2,0,0,25,1,1
5307,38,3,204668,8,11,5,5,5,1,2,0,0,25,1,1
5320,28,3,230704,2,9,1,10,1,2,1,0,0,40,1,1
5321,24,3,267955,5,5,1,5,4,1,2,0,0,20,1,1
5340,74,3,204840,12,3,2,9,2,1,1,0,0,56,6,1
5344,61,3,226989,6,10,4,6,1,1,1,0,0,40,1,1
5346,20,3,432376,6,10,1,3,4,1,1,0,0,40,12,1
5383,20,3,41183,6,10,1,5,4,1,2,0,0,30,1,1
5384,19,3,308064,2,9,1,5,1,2,2,0,0,40,1,1
5440,35,3,476573,2,9,1,5,1,1,2,0,0,4,1,1
5446,18,3,23233,13,6,1,3,4,1,1,0,0,40,1,1
5471,60,3,251572,2,9,7,10,1,1,1,0,0,35,16,1
5492,55,3,193895,2,9,3,1,1,1,2,0,0,40,10,1
5526,20,3,201680,6,10,1,5,4,1,1,0,0,35,1,1
5529,62,3,235521,2,9,2,7,2,1,1,0,0,48,1,1
5548,57,3,199114,13,6,5,7,1,1,1,0,0,30,1,1
5561,64,3,286732,9,4,7,5,1,1,2,0,0,40,1,1
5565,18,3,279288,13,6,1,6,6,1,2,0,0,30,1,1
5590,78,3,363134,2,9,7,1,1,1,2,0,0,1,1,1
5623,41,3,230020,12,3,2,8,2,5,1,0,0,40,1,1
5632,45,3,189564,4,14,2,4,3,1,2,0,0,1,1,1
5652,56,3,188166,2,9,2,7,2,1,1,0,0,40,1,1
5679,76,3,173542,1,13,2,2,2,1,1,0,0,10,1,1
5687,71,3,250263,6,10,2,6,2,1,1,3432,0,30,1,1
5720,28,3,55950,1,13,1,4,4,2,2,0,0,40,12,1
5753,40,3,161285,6,10,2,1,3,1,2,0,0,25,1,1
5766,62,2,97231,6,10,2,4,3,1,2,0,0,1,1,1
5788,27,3,308995,6,10,3,1,4,2,2,0,0,40,1,1
5803,27,3,224421,6,10,3,7,4,1,1,0,0,40,1,1
5808,76,2,211574,13,6,2,7,2,1,1,0,0,1,1,1
5832,78,3,165694,4,14,7,4,1,1,2,0,0,15,1,1
5853,25,3,394820,6,10,5,1,5,1,2,0,0,20,1,1
5916,73,2,281907,3,7,2,13,2,1,1,0,0,3,1,1
5921,33,3,209432,2,9,5,5,5,1,2,0,0,20,1,1
5928,21,3,134746,6,10,1,1,4,1,2,0,0,35,1,1
5977,29,3,134566,10,16,2,4,2,1,1,0,0,50,1,2
5983,22,3,367655,6,10,1,7,4,1,1,0,0,40,1,1
6015,67,3,183374,2,9,7,1,1,1,2,2329,0,15,1,1
6039,55,3,103654,2,9,7,5,1,1,2,0,0,20,1,1
6051,56,3,131608,2,9,3,2,1,1,1,0,0,10,1,1
6131,22,3,291547,12,3,2,10,3,5,2,0,0,40,6,1
6178,60,3,153072,2,9,2,6,2,1,1,0,0,5,1,1
6231,66,3,31362,6,10,2,9,2,1,1,0,0,20,1,1
6284,41,3,149385,2,9,1,5,1,1,2,0,0,30,1,1
6285,19,3,169324,6,10,1,5,4,1,1,0,0,10,1,1
6314,31,3,86143,2,9,2,5,2,3,1,0,0,40,14,1
6342,70,2,293076,6,10,2,6,2,1,1,0,0,30,1,1
6351,19,3,263224,3,7,1,5,5,1,2,0,0,30,1,1
6407,54,3,95329,6,10,3,6,4,1,1,0,0,50,1,1
6432,38,2,104094,6,10,2,6,2,1,1,0,0,15,1,1
6448,20,3,298155,6,10,1,1,4,2,2,0,0,40,1,1
6510,66,3,168071,2,9,2,6,2,1,1,0,0,30,1,1
6521,28,3,201844,2,9,5,1,5,1,2,0,0,40,6,1
6536,34,3,157289,2,9,2,7,2,1,1,0,0,40,1,1
6542,17,3,454614,3,7,1,6,4,1,2,0,0,8,1,1
6549,30,3,203834,1,13,1,4,1,3,2,0,0,50,22,1
6558,21,3,170038,6,10,1,1,4,1,2,0,0,40,1,1
6564,21,3,161930,2,9,1,6,4,2,2,0,1504,30,1,1
6591,33,3,234542,8,11,1,1,4,1,2,0,0,40,1,1
6640,18,3,128538,6,10,1,5,4,1,2,0,0,6,1,1
6646,37,3,223732,6,10,5,7,5,1,1,0,0,40,1,1
6663,18,3,387641,6,10,1,1,4,1,1,0,0,40,1,1
6679,63,3,198559,2,9,2,7,2,1,1,0,0,16,1,1
6733,21,3,152328,6,10,1,5,4,1,1,0,0,20,1,1
6734,33,3,177824,2,9,5,1,5,1,2,0,0,40,1,1
6753,61,3,198542,1,13,3,4,1,1,2,0,0,40,1,1
6766,71,3,205011,6,10,2,2,2,1,1,0,0,10,1,1
6798,64,3,207321,6,10,2,6,2,1,1,0,0,20,1,1
6834,60,3,112821,6,10,2,6,2,1,1,0,0,35,1,2
6860,18,3,202516,2,9,1,6,4,1,2,0,0,35,1,1
6862,51,3,69328,8,11,2,2,2,1,1,0,0,50,1,2
