,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
89,43,4,410867,10,16,1,4,1,1,2,0,0,50,1,2
90,57,3,249977,8,11,2,4,2,1,1,0,0,40,1,1
91,37,3,286730,6,10,3,7,5,1,2,0,0,40,1,1
92,28,3,212563,6,10,3,10,5,2,2,0,0,25,1,1
94,34,5,226296,1,13,2,13,2,1,1,0,0,40,1,2
95,29,5,115585,6,10,1,3,1,1,1,0,0,50,1,1
96,48,2,191277,10,16,2,4,2,1,1,0,1902,60,1,2
97,37,3,202683,6,10,2,6,2,1,1,0,0,48,1,2
98,48,3,171095,7,12,3,2,5,1,2,0,0,40,10,1
99,32,4,249409,2,9,1,5,4,2,1,0,0,40,1,1
100,76,3,124191,4,14,2,2,2,1,1,0,0,40,1,2
101,44,3,198282,1,13,2,2,2,1,1,15024,0,60,1,2
102,47,2,149116,4,14,1,4,1,1,2,0,0,50,1,1
103,20,3,188300,6,10,1,11,4,1,2,0,0,40,1,1
104,29,3,103432,2,9,1,7,1,1,1,0,0,40,1,1
105,32,7,317660,2,9,2,7,2,1,1,7688,0,40,1,2
107,30,3,194901,3,7,1,3,4,1,1,0,0,40,1,1
108,31,5,189265,2,9,1,1,1,1,2,0,0,40,1,1
109,42,3,124692,2,9,2,3,2,1,1,0,0,40,1,1
110,24,3,432376,1,13,1,6,6,1,1,0,0,40,1,1
111,38,3,65324,11,15,2,4,2,1,1,0,0,40,1,2
112,56,2,335605,2,9,2,5,2,1,1,0,1887,50,11,2
113,28,3,377869,6,10,2,6,3,1,2,4064,0,25,1,1
114,36,3,102864,2,9,1,10,4,1,2,0,0,40,1,1
115,53,3,95647,5,5,2,3,2,1,1,0,0,50,1,1
116,56,7,303090,6,10,2,6,2,1,1,0,0,50,1,1
117,49,5,197371,8,11,2,7,2,2,1,0,0,40,1,2
118,55,3,247552,6,10,2,6,2,1,1,0,0,56,1,1
119,22,3,102632,2,9,1,7,1,1,1,0,0,41,1,1
120,21,3,199915,6,10,1,5,4,1,2,0,0,40,1,1
121,40,3,118853,1,13,2,2,2,1,1,0,0,60,1,1
122,30,3,77143,1,13,1,2,4,2,1,0,0,40,12,1
123,29,1,267989,1,13,2,4,2,1,1,0,0,50,1,2
124,19,3,301606,6,10,1,5,4,2,1,0,0,35,1,1
125,47,3,287828,1,13,2,2,3,1,2,0,0,40,1,2
126,20,3,111697,6,10,1,1,4,1,2,0,1719,28,1,1
127,31,3,114937,7,12,2,1,2,1,1,0,0,40,1,2
129,39,3,365739,6,10,3,7,1,1,1,0,0,40,1,1
130,28,3,69621,7,12,1,6,1,1,2,0,0,60,1,1
131,24,3,43323,2,9,1,5,1,1,2,0,1762,40,1,1
132,38,2,120985,2,9,2,7,2,1,1,4386,0,35,1,1
133,37,3,254202,1,13,2,6,2,1,1,0,0,50,1,1
134,46,3,146195,7,12,3,11,1,2,2,0,0,36,1,1
135,38,4,125933,4,14,2,4,2,1,1,0,0,40,13,2
136,43,2,56920,2,9,2,7,2,1,1,0,0,60,1,1
137,27,3,163127,8,11,2,1,3,1,2,0,0,35,1,1
138,20,3,34310,6,10,1,6,4,1,1,0,0,20,1,1
139,49,3,81973,6,10,2,7,2,3,1,0,0,40,1,2
140,61,7,66614,2,9,2,7,2,1,1,0,0,40,1,1
141,27,3,232782,6,10,1,6,4,1,2,0,0,40,1,1
142,19,3,316868,6,10,1,5,4,1,1,0,0,30,6,1
143,45,3,196584,8,11,1,4,1,1,2,0,1564,40,1,2
144,70,3,105376,6,10,1,11,6,1,1,0,0,40,1,1
145,31,3,185814,2,9,1,8,5,2,2,0,0,30,1,1
146,22,3,175374,6,10,2,5,2,1,1,0,0,24,1,1
147,36,3,108293,2,9,7,5,5,1,2,0,0,24,1,1
148,64,3,181232,3,7,2,7,2,1,1,0,2179,40,1,1
150,47,5,186009,6,10,3,1,5,1,2,0,0,38,6,1
151,34,3,198183,2,9,1,1,1,1,2,0,0,40,1,1
152,33,3,163003,1,13,1,2,6,3,2,0,0,40,14,1
153,21,3,296158,2,9,1,7,4,1,1,0,0,35,1,1
155,48,3,187715,2,9,2,7,2,1,1,0,0,46,1,1
156,23,3,214542,1,13,1,3,1,1,1,0,0,40,1,1
157,71,2,494223,6,10,5,6,5,2,1,0,1816,2,1,1
158,29,3,191535,2,9,3,7,1,1,1,0,0,60,1,1
159,42,3,228456,1,13,5,5,6,2,1,0,0,50,1,1
161,25,3,252752,2,9,1,5,5,1,2,0,0,40,1,1
162,44,7,78374,4,14,3,2,5,3,2,0,0,40,1,1
163,28,3,88419,2,9,1,2,1,3,2,0,0,40,10,1
164,45,2,201080,4,14,2,6,2,1,1,0,0,40,1,2
165,36,3,207157,6,10,3,5,5,1,2,0,0,40,6,1
166,39,4,235485,7,12,1,2,1,1,1,0,0,42,1,1
167,46,1,102628,4,14,7,13,5,1,1,0,0,40,1,1
168,18,3,25828,3,7,1,3,4,1,1,0,0,16,1,1
169,66,5,54826,8,11,7,4,1,1,2,0,0,20,1,1
170,27,3,124953,2,9,1,5,1,1,1,0,1980,40,1,1
171,28,1,175325,2,9,2,13,2,1,1,0,0,40,1,1
172,51,3,96062,6,10,2,6,2,1,1,0,1977,40,1,2
173,27,3,428030,1,13,1,7,1,1,1,0,0,50,1,1
174,28,1,149624,1,13,2,4,2,1,1,0,0,40,1,2
175,27,3,253814,2,9,4,6,5,1,2,0,0,25,1,1
176,21,3,312956,2,9,1,7,4,2,1,0,0,40,1,1
177,34,3,483777,2,9,1,3,1,2,1,0,0,40,1,1
178,18,3,183930,2,9,1,5,4,1,1,0,0,12,1,1
179,33,3,37274,1,13,2,4,2,1,1,0,0,65,1,1
180,44,5,181344,6,10,2,2,2,2,1,0,0,38,1,2
181,43,3,114580,6,10,3,1,1,1,2,0,0,40,1,1
182,30,3,633742,6,10,1,7,1,2,1,0,0,45,1,1
183,40,3,286370,9,4,2,10,2,1,1,0,0,40,6,2
184,37,4,29054,6,10,2,1,2,1,1,0,0,42,1,2
185,34,3,304030,2,9,2,1,2,2,1,0,0,40,1,1
186,41,2,143129,1,13,3,2,1,1,2,0,0,40,1,1
188,31,3,99928,4,14,2,4,3,1,2,0,0,50,1,1
189,58,1,109567,10,16,2,4,2,1,1,0,0,1,1,2
190,38,3,155222,6,10,3,10,1,2,2,0,0,28,1,1
191,24,3,159567,6,10,2,10,2,1,1,0,0,40,1,1
192,41,5,523910,1,13,2,7,2,2,1,0,0,40,1,1
193,47,3,120939,6,10,2,11,2,1,1,0,0,45,1,1
194,41,4,130760,1,13,2,11,2,1,1,0,0,24,1,1
195,23,3,197387,12,3,2,8,6,1,1,0,0,40,6,1
196,36,3,99374,6,10,3,7,1,1,1,0,0,40,1,1
197,40,4,56795,4,14,1,2,1,1,2,14084,0,55,1,2
198,35,3,138992,4,14,2,4,6,1,1,7298,0,40,1,2
199,24,2,32921,2,9,1,6,1,1,1,0,0,40,1,1
200,26,3,397317,4,14,1,4,1,1,2,0,1876,40,1,1
202,51,3,259323,1,13,2,2,2,1,1,0,0,50,1,2
203,42,5,254817,6,10,1,4,1,1,2,0,1340,40,1,1
204,37,1,48211,2,9,3,1,5,1,2,0,0,35,1,1
205,18,3,140164,3,7,1,6,4,1,2,0,0,40,1,1
206,36,3,128757,1,13,2,5,2,2,1,7298,0,36,1,2
207,35,3,36270,2,9,3,7,1,1,1,0,0,60,1,1
208,58,7,210563,2,9,2,6,3,1,2,15024,0,35,1,2
209,17,3,65368,3,7,1,6,4,1,2,0,0,12,1,1
210,44,5,160943,2,9,2,8,2,2,1,0,0,40,1,1
211,37,3,208358,2,9,2,7,2,1,1,0,0,40,1,2
212,35,3,153790,6,10,1,6,1,4,2,0,0,40,1,1
213,60,3,85815,2,9,2,7,2,3,1,0,0,40,1,1
214,54,7,125417,9,4,2,10,2,1,1,0,0,40,1,2
215,37,3,635913,1,13,1,2,1,2,1,0,0,60,1,2
216,50,3,313321,7,12,3,6,1,1,2,0,0,40,1,1
217,38,3,182609,1,13,2,6,2,1,1,0,0,50,16,1
218,45,3,109434,1,13,2,4,2,1,1,0,0,55,1,1
219,25,3,255004,13,6,1,7,1,1,1,0,0,40,1,1
220,31,3,197860,6,10,2,3,2,1,1,0,0,40,1,1
222,90,3,51744,2,9,1,5,1,2,1,0,2206,40,1,1
223,54,3,176681,2,9,2,1,2,2,1,0,0,20,1,1
224,53,5,140359,15,1,1,10,1,1,2,0,0,35,1,1
225,18,3,243313,2,9,1,6,4,1,2,0,0,40,1,1
227,66,2,167687,2,9,2,9,2,1,1,1409,0,50,1,1
228,75,3,314209,8,11,7,1,1,1,2,0,0,20,17,1
229,65,3,176796,2,9,3,1,1,1,2,0,0,40,1,1
230,35,3,538583,3,7,5,8,1,2,1,3674,0,40,1,1
231,41,3,130408,2,9,3,6,5,2,2,0,0,38,1,1
232,25,3,159732,6,10,1,1,1,1,1,0,0,42,1,1
233,33,3,110978,6,10,3,7,6,5,2,0,0,40,1,1
234,28,3,76714,11,15,1,4,1,1,1,0,0,55,1,2
235,59,1,268700,2,9,2,5,2,1,1,0,0,40,1,1
236,40,1,170525,6,10,1,1,1,1,2,0,0,38,1,1
237,41,3,180138,1,13,2,2,2,1,1,0,0,50,13,2
238,38,5,115076,4,14,2,2,2,1,1,0,0,70,1,2
239,23,3,115458,2,9,1,8,4,1,1,0,0,40,1,1
240,40,3,347890,1,13,2,4,2,1,1,0,0,40,1,2
241,41,2,196001,2,9,2,5,3,1,2,0,0,20,1,1
242,24,1,273905,7,12,2,13,2,1,1,0,0,50,1,1
244,38,3,179488,6,10,3,7,1,1,1,0,1741,40,1,1
246,58,3,236596,2,9,2,1,2,1,1,0,0,45,1,2
247,32,3,183916,2,9,1,5,1,1,2,0,0,34,1,1
248,40,3,207578,7,12,2,11,2,1,1,0,1977,60,1,2
250,41,3,112763,11,15,2,4,3,1,2,0,0,40,1,2
251,42,3,390781,1,13,2,1,3,2,2,0,0,40,1,1
252,59,5,171328,13,6,7,5,5,2,2,0,0,30,1,1
253,19,5,27382,6,10,1,1,4,1,1,0,0,40,1,1
254,58,3,259014,6,10,1,8,1,1,1,0,0,20,1,1
255,42,2,303044,2,9,2,9,2,3,1,0,0,40,18,2
256,20,3,117789,2,9,1,5,4,1,2,0,0,40,1,1
257,32,3,172579,2,9,5,5,1,1,2,0,0,30,1,1
258,45,3,187666,8,11,7,2,1,1,2,0,0,45,1,1
259,50,3,204518,9,4,3,7,1,1,1,0,0,40,1,1
260,36,3,150042,1,13,3,4,4,1,2,0,0,40,1,1
261,45,3,98092,2,9,2,6,2,1,1,0,0,60,1,1
262,17,3,245918,3,7,1,5,4,1,1,0,0,12,1,1
263,59,3,146013,6,10,2,6,2,1,1,4064,0,40,1,1
264,26,3,378322,3,7,2,7,2,1,1,0,0,40,1,1
265,37,7,257295,6,10,2,2,2,3,1,0,0,75,19,2
267,64,3,21174,2,9,2,2,2,1,1,0,0,40,1,2
268,33,3,185480,1,13,1,4,1,1,2,0,0,45,1,1
269,33,3,222205,2,9,2,7,3,1,2,0,0,40,1,2
270,61,3,69867,2,9,2,2,2,1,1,0,0,40,1,2
271,17,3,191260,5,5,1,5,4,1,1,1055,0,24,1,1
272,50,2,30653,4,14,2,9,2,1,1,2407,0,98,1,1
273,27,5,209109,4,14,1,4,4,1,1,0,0,35,1,1
274,30,3,70377,2,9,3,4,4,1,2,0,0,40,1,1
275,43,3,477983,2,9,2,3,2,2,1,0,0,40,1,1
276,44,3,170924,6,10,2,7,2,1,1,7298,0,40,1,2
277,35,3,190174,6,10,1,2,1,1,2,0,0,40,1,1
278,25,3,193787,6,10,1,11,4,1,2,0,0,40,1,1
279,24,3,279472,6,10,2,10,3,1,2,7298,0,48,1,2
280,22,3,34918,1,13,1,4,1,1,2,0,0,15,12,1
281,42,5,97688,6,10,2,7,2,1,1,5178,0,40,1,2
282,34,3,175413,7,12,3,6,5,2,2,0,0,45,1,1
283,60,3,173960,1,13,3,4,1,1,2,0,0,42,1,1
284,21,3,205759,2,9,1,3,4,1,1,0,0,40,1,1
285,57,4,425161,4,14,2,6,2,1,1,15024,0,40,1,2
286,41,3,220531,11,15,2,4,2,1,1,0,0,60,1,2
287,50,3,176609,6,10,3,5,1,1,1,0,0,45,1,1
288,25,3,371987,1,13,1,2,1,1,2,0,0,40,1,1
289,50,3,193884,9,4,2,7,2,1,1,0,0,40,20,1
290,36,3,200352,1,13,2,4,2,1,1,0,0,45,1,1
291,31,3,127595,2,9,3,4,1,1,2,0,0,40,1,1
292,29,5,220419,1,13,1,13,1,1,1,0,0,56,1,1
293,21,3,231931,6,10,1,6,4,1,1,0,0,45,1,1
294,27,3,248402,1,13,1,11,5,2,2,0,0,40,1,1
295,65,3,111095,2,9,2,8,2,1,1,0,0,16,1,1
296,37,7,57424,1,13,3,6,1,1,2,0,0,60,1,1
298,24,3,278130,2,9,1,7,4,1,1,0,0,40,1,1
299,38,3,169469,2,9,3,6,1,1,1,0,0,80,1,1
300,48,3,146268,1,13,2,1,2,1,1,7688,0,40,1,2
301,21,3,153718,6,10,1,5,1,3,2,0,0,25,1,1
302,31,3,217460,2,9,2,8,2,1,1,0,0,45,1,2
303,55,3,238638,2,9,2,6,2,1,1,4386,0,40,1,2
304,24,3,303296,6,10,2,1,3,3,2,0,0,40,21,1
305,43,3,173321,2,9,3,1,1,1,2,0,0,40,1,1
306,26,3,193945,7,12,1,11,1,1,1,0,0,45,1,1
307,46,3,83082,7,12,1,4,1,1,2,0,0,33,1,1
308,35,3,193815,7,12,2,1,2,1,1,0,0,40,1,2
309,41,7,34987,6,10,2,9,2,1,1,0,0,54,1,2
310,26,3,59306,1,13,1,6,1,1,1,0,0,40,1,1
311,34,3,142897,4,14,2,2,2,3,1,7298,0,35,22,2
313,36,2,205607,1,13,3,4,1,2,2,0,0,40,1,2
314,22,3,199698,6,10,1,6,4,1,1,0,0,15,1,1
315,24,3,191954,6,10,1,10,1,1,1,0,0,40,1,1
316,77,2,138714,6,10,2,6,2,1,1,0,0,40,1,1
317,22,3,399087,12,3,2,10,6,1,2,0,0,40,6,1
318,29,3,423158,6,10,1,11,1,1,2,0,0,40,1,1
319,62,3,159841,2,9,7,5,1,1,2,0,0,24,1,1
320,39,2,174308,2,9,2,2,2,1,1,0,0,40,1,1
321,43,3,50356,6,10,2,7,2,1,1,0,1485,50,1,1
322,35,3,186110,2,9,3,8,1,1,1,0,0,45,1,1
323,29,3,200381,3,7,1,2,1,1,2,0,0,40,1,1
324,76,2,174309,4,14,2,7,2,1,1,0,0,10,1,1
325,63,2,78383,2,9,2,9,2,1,1,0,0,45,1,1
327,43,3,187728,6,10,2,4,3,1,2,0,1887,50,1,2
328,58,2,321171,2,9,2,3,2,1,1,0,0,40,1,1
329,66,3,127921,2,9,1,8,1,1,1,2050,0,55,1,1
330,41,3,206565,6,10,1,7,1,2,1,0,0,45,1,1
331,26,3,224563,1,13,1,1,1,1,1,0,0,40,1,1
332,47,3,178686,8,11,1,5,1,1,1,0,0,40,1,1
333,55,5,98545,13,6,2,1,2,1,1,0,0,40,1,1
334,53,3,242606,2,9,2,8,2,1,1,0,0,40,1,1
335,17,3,270942,12,3,1,5,6,1,1,0,0,48,6,1
336,30,3,94235,2,9,1,7,6,1,1,0,0,40,1,1
337,49,3,71195,4,14,1,4,1,1,1,0,0,60,1,1
338,19,3,104112,2,9,1,6,5,2,1,0,0,30,23,1
339,45,3,261192,2,9,2,5,2,2,1,0,0,40,1,1
340,26,3,94936,7,12,1,6,1,1,1,0,0,40,1,1
341,38,3,296478,8,11,2,7,2,1,1,7298,0,40,1,2
342,36,1,119272,2,9,2,13,2,1,1,7298,0,40,1,2
343,33,3,85043,2,9,1,9,1,1,1,0,0,20,1,1
344,22,1,293364,6,10,1,13,4,2,2,0,0,40,1,1
345,43,2,241895,1,13,1,6,1,1,1,0,0,42,1,1
348,56,3,101128,7,12,4,5,1,1,1,0,0,25,13,1
349,31,3,156464,1,13,1,4,4,1,1,0,0,25,1,1
350,33,3,117963,1,13,2,2,2,1,1,0,0,40,1,2
351,26,3,192262,2,9,2,5,2,1,1,0,0,40,1,1
352,33,3,111363,1,13,2,2,2,1,1,0,0,40,1,2
353,46,5,329752,3,7,2,8,2,1,1,0,0,30,1,1
355,38,4,95432,2,9,2,1,2,1,1,0,0,40,1,2
356,65,3,161400,3,7,7,5,5,5,1,0,0,40,1,1
357,40,3,96129,8,11,2,11,2,1,1,0,0,40,1,2
358,42,3,111949,2,9,2,1,3,1,2,0,0,35,1,1
359,26,2,117125,5,5,2,7,2,1,1,0,0,40,24,1
360,36,3,348022,13,6,2,5,3,1,2,0,0,24,1,1
361,62,3,270092,4,14,2,4,2,1,1,0,0,40,1,2
362,43,3,180609,1,13,2,8,2,1,1,0,0,45,1,1
363,43,3,174575,1,13,3,2,1,1,1,0,1564,45,1,2
364,22,3,410439,2,9,4,6,1,1,1,0,0,55,1,1
365,28,3,92262,2,9,2,7,2,1,1,0,0,40,1,1
366,56,2,183081,6,10,2,6,2,1,1,0,0,45,1,1
367,22,3,362589,7,12,1,6,1,1,2,0,0,15,1,1
368,57,3,212448,1,13,3,2,1,1,2,0,0,45,1,2
369,39,3,481060,2,9,3,6,5,1,2,0,0,40,1,1
370,26,4,185885,6,10,1,1,5,1,2,0,0,15,1,1
371,17,3,89821,3,7,1,5,4,1,1,0,0,10,1,1
372,40,1,184018,8,11,2,10,2,1,1,0,0,38,1,2
373,45,3,256649,2,9,2,10,2,2,1,0,0,40,1,1
374,44,3,160323,2,9,1,7,1,2,1,0,0,40,1,1
375,20,5,350845,6,10,1,1,4,1,2,0,0,10,1,1
376,33,3,267404,2,9,2,7,3,1,2,0,0,40,1,1
377,23,3,35633,6,10,1,6,1,1,1,0,0,40,1,1
378,46,2,80914,4,14,3,2,1,1,1,0,0,30,1,1
379,38,3,172927,2,9,2,6,2,1,1,0,0,50,1,1
380,54,3,174319,2,9,3,8,1,1,1,0,0,40,1,1
381,46,3,214955,12,3,3,7,1,1,2,0,2339,45,1,1
382,25,3,344991,6,10,2,7,2,1,1,0,0,40,1,1
383,46,3,108699,6,10,3,6,1,1,2,0,0,40,1,1
384,36,5,117312,6,10,2,8,3,1,2,0,0,40,1,1
385,23,3,396099,2,9,1,5,1,1,2,0,0,25,1,1
386,29,3,134152,2,9,5,10,1,1,1,0,0,40,1,1
387,44,3,162028,6,10,2,1,3,1,2,0,2415,6,1,2
388,19,3,25429,6,10,1,1,4,1,2,0,0,16,1,1
389,19,3,232392,2,9,1,5,6,1,2,0,0,40,1,1
390,35,3,220098,2,9,2,5,3,1,2,0,0,40,1,2
391,27,3,301302,1,13,1,7,1,1,1,0,0,50,1,1
392,46,2,277946,7,12,5,7,1,1,1,0,0,40,1,1
394,34,3,196164,2,9,1,5,1,1,2,0,0,35,1,1
395,44,3,115562,6,10,2,11,2,1,1,0,0,40,1,1
396,45,3,96975,6,10,3,3,5,1,2,0,0,40,1,1
398,25,3,86872,1,13,2,2,2,1,1,0,0,55,1,2
399,52,7,132178,1,13,2,2,2,1,1,0,0,50,1,2
400,20,3,416103,6,10,1,3,4,1,1,0,0,40,1,1
401,28,3,108574,6,10,1,5,1,1,2,0,0,40,1,1
402,50,1,288353,1,13,2,13,2,1,1,0,0,40,1,2
403,34,3,227689,8,11,3,11,1,1,2,0,0,64,1,1
404,28,3,166481,9,4,2,3,2,5,1,0,2179,40,8,1
405,41,3,445382,4,14,2,2,2,1,1,0,1977,65,1,2
406,28,3,110145,2,9,2,1,2,1,1,0,0,40,1,1
407,46,2,317253,2,9,2,7,2,1,1,0,0,25,1,1
409,32,3,364657,6,10,2,2,2,1,1,0,0,50,1,1
410,41,5,42346,6,10,3,5,1,2,2,0,0,24,1,1
411,24,3,241951,2,9,1,3,5,2,2,0,0,40,1,1
412,33,3,118500,6,10,3,2,5,1,2,0,0,40,1,1
413,46,3,188386,10,16,2,2,2,1,1,15024,0,60,1,2
414,31,1,1033222,6,10,2,10,2,1,1,0,0,40,1,1
415,35,3,92440,16,8,3,7,1,1,1,0,0,50,1,2
416,52,3,190762,14,2,2,10,2,1,1,0,0,40,6,1
417,30,3,426017,3,7,1,5,4,1,2,0,0,19,1,1
418,34,5,243867,3,7,5,10,1,2,1,0,0,40,1,1
419,34,1,240283,2,9,3,8,5,1,2,0,0,40,1,1
420,20,3,61777,6,10,2,6,2,1,1,0,0,30,1,1
421,17,3,175024,3,7,1,3,4,1,1,2176,0,18,1,1
422,32,1,92003,1,13,2,2,3,1,2,0,0,40,1,2
423,29,3,188401,2,9,3,9,1,1,1,0,0,40,1,1
424,33,3,228528,13,6,1,7,5,1,2,0,0,35,1,1
425,25,3,133373,2,9,2,8,2,1,1,0,0,60,1,1
426,36,4,255191,4,14,1,4,1,1,1,0,1408,40,1,1
427,23,3,204653,2,9,1,3,1,1,1,0,0,72,25,1
428,63,7,222289,2,9,2,2,2,1,1,0,0,40,1,2
429,47,5,287480,4,14,2,4,2,1,1,0,0,40,1,1
432,40,2,204116,1,13,4,4,1,1,2,2174,0,40,1,1
433,30,3,29662,7,12,2,5,3,1,2,0,0,25,1,2
434,27,3,116358,6,10,1,7,4,3,1,0,1980,40,14,1
435,33,3,208405,4,14,2,4,2,1,1,0,0,50,1,2
436,34,5,284843,2,9,1,9,1,2,1,594,0,60,1,1
437,34,5,117018,6,10,1,13,1,1,2,0,0,40,1,1
438,23,3,81281,6,10,2,1,2,1,1,0,0,40,1,1
439,42,5,340148,6,10,2,1,3,1,2,0,0,40,1,1
440,29,3,363425,1,13,1,4,1,1,1,0,0,40,1,1
441,45,3,45857,2,9,3,1,1,1,2,0,0,28,1,1
442,24,4,191073,2,9,1,14,4,1,1,0,0,40,1,1
443,44,3,116632,6,10,2,4,2,1,1,0,0,40,1,2
444,27,3,405855,5,5,1,7,6,1,1,0,0,40,6,1
445,20,3,298227,6,10,1,6,1,1,1,0,0,35,1,1
446,44,3,290521,2,9,7,2,5,2,2,0,0,40,1,1
447,51,3,56915,2,9,2,7,2,4,1,0,0,40,1,1
448,20,3,146538,2,9,2,10,2,1,1,0,0,40,1,1
450,19,3,206399,2,9,1,10,4,2,2,0,0,40,1,1
